,title,rate,description
872,마다가스카3 : 이번엔 서커스다!,9.0,펭귄 일행 찾다 몬테 카를로 뉴요커 인방 알렉스 사자 마티 얼룩말 메다 멀다 기린 글로리아 하마 마침내 도착 유럽 하지만 펭귄 만난 반갑다 잠시 캡틴 듀브 에게 쫓기다 신세 되다 우연히 유럽 서커스 도움 으로 위기 모면 인방 서커스 미국 으로 한다는 자신 뉴욕 서커스 이라고 이고 합류 하다 공연 엉망 으로 망치 말다 그러나 뉴욕 으로 가기 하다 어떻 서커스 성공 시키다 하다 상황 유럽 서커스 합치다 뉴요커 인방 없다 롭고 환상 서커스 공연 준비 하다 시작 하다 지금 까지의 서커스 잊다 세상 놀라다 하다 가다 시작 되다
873,종이꽃,9.0,평생 종이꽃 접다 죽다 기다 장의사 안성기 사고 거동 불편하다 대한 의지 잃다 아들 지혁 김혜성 녹다 않다 형편 때문 대규모 상조 회사 에서 새롭다 시작 하다 되다 그렇다 어느 앞집 으로 이사 모녀 은숙 유진 노을 장재희 불현듯 지혁 끼어들다 되다 밝다 거리 없다 모녀 모습 사람 점점 잊다 있다 희망 다시 품다 되다 상처 세상 에서 시작 되다 우리 이야기 서로 희망이 되어다 기적 같다 순간 찾아오다
874,원스 어폰 어 타임 인 아메리카,9.0,도둑질 누들스 맥스 비롯 친구 함께 밀수품 운반 하다 벌다 들이다 누들스 무리 위협 느끼다 벅시 누들스 친구 이고 분노하다 누들스 시르다 살해 감옥 들어가다 되다 추다 소한 누들스 어리다 시절 첫사랑 데보라 밀주 사업 으로 크게 성공하다 맥스 다시 만나다 금주법 철폐 밀주 사업 위기 맞다 맥스 누들스 에게 연방 준비 은행 제안 지만 누들스 거절 하다 일리 재단 파티 초대 받다 누들스 재단 창립 기념 사진 에서 데보라 발견 하고 그녀 찾아가다 자신 초대 일리 장관 대해 묻다 찾다 말다 경고 그녀 만류 에도 누들스 마침내 의문 일리 장관 마주 하다 되다
875,뷰티풀 라이,9.0,수단 내전 으로 부모 잃다 테오 메르 예레미아 아비 반군 피해 수천 마일 떨어지다 케냐 난민 으로 하다 난민 쫓다 반군 에게 아이 발각 되다 위험 하다 테오 가다 기지 발휘 하다 본인 반군 에게 붙잡히다 간다 난민 에서 벗어나다 미국 정착 하다 기회 얻다 비행기 오른 사람 하지만 미국 공항 에서 여동생 아비 다른 주로 떠나다 이별 하다 되다 슬픔 잠기다 사람 픽업 나오다 직업 상담사 캐리 가다 나타나다 그녀 도움 받다 낯선 미국 환경 적응하다 나가다 그렇다 어느 메르 늘다 케냐 난민 에서 하다 편지 받다 되다
876,마다가스카3 : 이번엔 서커스다!(패키지: 자막판+더빙판),9.0,펭귄 일행 찾다 몬테 카를로 뉴요커 인방 알렉스 사자 마티 얼룩말 메다 멀다 기린 글로리아 하마 마침내 도착 유럽 하지만 펭귄 만난 반갑다 잠시 캡틴 듀브 에게 쫓기다 신세 되다 우연히 유럽 서커스 도움 으로 위기 모면 인방 서커스 미국 으로 한다는 자신 뉴욕 서커스 이라고 이고 합류 하다 공연 엉망 으로 망치 말다 그러나 뉴욕 으로 가기 하다 어떻 서커스 성공 시키다 하다 상황 유럽 서커스 합치다 뉴요커 인방 없다 롭고 환상 서커스 공연 준비 하다 시작 하다 지금 까지의 서커스 잊다 세상 놀라다 하다 가다 시작 되다
877,동감,9.0,살다 여대생 소은 살다 남학생 개기월식 이루어지다 스며들다 달빛 함께 낡다 무전기 신호 린다 수신 하다 다른 시간 놓이다 사람 무전 통해 매일 이야기 나누다 같다 사랑 품다 되다 시간 넘다 당신 만나다 싶다
878,홈,9.0,동생 성호 성호 친아빠 원재 그리고 원재 지영 까지 어느 갑자기 새롭다 식구 생기다 준호 매일 행복 뿜뿜 이다 준호 아들 처럼 챙기다 원재 친형 처럼 따르다 동생 덕이 우리 이렇게 계속 같이 있다 좋다 늘다 준호 당연하다 듯이 같이 있다 아이 라며 웃다 동생 이제 가족 으로 골인 준호 소원 이뤄지다 있다
879,국제시장(가치봄영화:시청각장애인용),9.0,년대 한국 전쟁 이후 로부터 현재 이르다 격변 시대 관통 하다 살아오다 우리 시대 아버지 덕수 황정민 하다 싶다 되다 싶다 많다 평생 한번 자신 위해 보다 없다 괜찮다 웃다 보이 다행 이다 눈물 훔치다 힘들다 그때 시절 오직 가족 위해 굳다 살아오다 우리 아버지 이야기 지금 부터 시작 되다
880,연평해전(가치봄영화:시청각장애인용),9.0,해군 출신 아버지 자랑스럽다 아들 이자 참수리 정장 윤영하 대위 아내 든든하다 남편 이자 참수리 상국 하사 어머니 하나 아들 이자 참수리 의무병 박동혁 상병 참수리 대원 실전 방불 하다 되다 훈련 서로 의지 하다 가족 같다 존재 되어다 간다 무덥다 여름 함께 월드컵 함성 뜨겁다 가운데 한국 터키 위전 경기 열리다 그날 서해 바다 하다 가운데 포성 울리다
881,해적왕 작스톰,9.0,호시탐탐 아빠 베루 목걸이 타다 호기심 가득하다 소년 스톰 어느 아빠 피해 베루 넣다 스톰 서핑 즐기다 도중 소용돌이 휩쓸다 버뮤다 삼각지 빠지다 넓다 바다 에서 우연히 마주 유령 클로비스 오다 하다 칼라 브라스 로부터 버뮤다 일곱 바다 전설 전해 들다 스톰 으로 돌아가다 위해 최강 드림팀 만들다 한편 베루 칼라 브라스 넣기 일곱 바다 악당 스칼 리버 오다 오른 골든 보다 은밀 움직이다 시작 하다 과연 스톰 버뮤다 삼각지 빠져나오다 진정하다 해적 되다 있다
882,파이브 피트,9.0,접근 금지 허그 금지 키스 금지 로맨스 성공하다 있다 같다 가지다 사람 끼리 피트 이하 접근 하다 접촉 해선 안되다 낭포 섬유 가지다 스텔라 오다 반한 사람 서로 위해 안전 거리 유지 하다 하지만 그렇다 더욱 빠져들다 수도 키스 하다 수도 없다 때문 지키다 하다 피트 에서 피트 가까워지다 선택 하고 처음 으로 용기 병원 데이트 결심 하다 그러나 갑자기 하다 스텔라 그녀 살리다 위해 안전 거리 어기 되다
883,마녀 배달부 키키,9.0,완벽하다 마녀 되다 초보 마녀 키키 특급 배달 작전 시작 되다 마녀 엄마 인간 아빠 사이 에서 태어나다 소녀 키키 늘다 살이 되다 만월 어느 검다 고양이 지지 오다 함께 마녀 수행 떠나다 불안하다 비행 으로 출발 키키 늘다 갑작스럽다 폭우 하다 위해 기차 숨다 들다 이르다 아침 기차 으로 보이다 넓다 바다 근처 항구 도시 보고 으로 에서 살기 결심 하다 비행 능력 으로 마을 배달 맡다 되다 키키 늘다 이제 어느 마을 에도 익숙해지다 가다 배달 역시 재밌다 느껴지다 그렇다 어느 키키 늘다 갑자기 마법 능력 잃다 되다 급기야 하나 뿐이다 마법 지팡이 마저 부러지다 되다 과연 키키 늘다 마법 되찾다 진정하다 마녀 되다 있다 인가
884,베테랑,9.0,하다 꽂히다 무조건 보다 행동 도철 황정민 경력 승부사 오달수 위장 전문 홍일점 미스 장윤주 육체파 형사 오대 막내 윤형 김시후 까지 없다 잡다 없다 보다 주다 없다 특수 강력 사건 담당 광역 수사 오랫동안 쫓다 대형 범죄 해결 돌리다 찰나 도철 재벌 태오 유아인 만나다 되다 세상 무섭다 없다 안하무인 태오 언제나 지키다 오른 최상 유해진 도철 의문 사건 쫓다 사건 배후 있다 직감 하다 다치다 충고 에도 불구 하고 포기 하다 않다 도철 집념 걷다 없이 커지다 오다 이르다 웃기 라도 하듯 유유 포위 빠지다 나가다 베테 광역 수사 유아 독존 재벌 여름 자존심 한판 대결 시작 되다
885,아메리칸 뷰티,9.0,레스터 번햄 케빈 페이 좌절 으로 가득 잡지사 직원 으로 하루하루 무기 에서 살아가다 하루 최상 기분 느끼다 단지 샤워실 에서 자위 행위 하다 이고 모든 곤두박질 치다 아내 한심하다 실패 라고 낙인찍다 놓다 직장 상사 해고 하다 직전 이다 부동산 소개업 하다 아내 케롤린 아넷트 베닝 수완 가로 자처 하고 완벽 주의 외치 물질 만능 추구 사랑 하다 현재 결혼 생활 단지 에게 과시 하다 형식 이고 외동딸 제인 토라 버치 전형 으로 항적 대다 소녀 아버지 하다 뱉다 분노 넘다 아예 사라지다 주다 바라다 정도 미워하다 제인 학교 방문 레스터 되바라지다 친구 안젤라 바리 보다 순간 하다 욕정 품다 되다 레스터 하여금 자신 완전하다 변화 시키다 동기 부여 자기 해고 하다 상사 공갈 협박 하다 목돈 받다 내다 젊다 갖다 싶다 오래되다 스포츠카 구입 하고 안젤라 염두 두다 보디빌딩 위해 차고 에서 벤치 프레 하다 하다 고급 마리화나 피기 시작 하고 새롭다 직업 으로는 마음 편하다 하다 있다 햄버거 가게 에서 고기 굽다 이다 레스터 기억 에서 이미 사라지다 자신 소년 기르다 회복하다 듯이 자유 추구 하다 하지만 옆집 으로 해병대 출신 대령 크리스 쿠퍼 가족 사오 면서 복잡하다 사무 으로 철저하다 보이 군대 권위 동성애자 경멸 하다 대령 에게는 기죽다 살다 아내 리슨 에이 오다 없이 기분 나쁘다 온갖 비디오 찍다 취미 갖다 있다 대마초 매하 크다 만지다 고교생 아들 리키 웨스 벤틀리 가다 있다 제인 조용하다 진지하다 사물 바라보다 신념 강하다 보이다 리키 에게 관심 깊다 친하다 친구 이다 안젤라 자신 경험 대하 자랑 들어주다 제인 으로 부터 토리 되다 레스터 와의 접근 시도 하다 사이 케롤린 성공하다 부동산 대리인 바람 피고 스트레스 해소 하다 하다 사격장 나가다 신나다 쏘다 대다 죽음 직면 하다 살아오다 인생 마등 처럼 스치다 간다 하다 물론 그것 일순간 끝나다 장면 아니다 영원 시간 처럼 오랫동안 머물다 내겐 이렇다 스치다 간다 보이스카웃 잔디 눕다 바라보다 별똥별 도로 늘어서다 노랗다 빛깔 단풍 마르다 종이 같다 할머니 살결 사촌 토니 신형 화이 버드 처음 구경 하다 순간 그리고 제인 공주 그리고 캐롤 살다보면 화나다 일도 많다 분노 품다 안되다 세상 아름답다 넘치다 드디어 아름답다 눈뜨다 순간 가슴 벅차다 있다 터지다 듯이 부풀다 풍선 처럼 하지만 마음 가라앉히다 집착 버리다 한다는 깨닫다 되다 희다 빗물 처럼 흐르다 오직 감사 마음 만이 생기다 소박하다 살아오다 인생 모든 순간 대해 무슨 인지 어렵다 하지만 걱정 말다 언젠가 늘다 되다
886,블라인드,9.0,보지 하다 루벤 후천 으로 시력 잃다 짐승 처럼 난폭하다 위해 어머니 읽다 사람 고용 지만 들다 오래 가지 하다 그만두다 새롭다 낭독 마리 가다 만남 에서부터 루벤 제압 하다 마리 어리다 학대 얼굴 온몸 가득하다 흉측하다 상처 다른 모습 사람 시선 피해 다니다 없다 루벤 에서만 자신 드러내다 루벤 여왕 읽다 마리 기품 있다 목소리 단호 행동 관심 갖다 마리 아주 아름답다 모습 상상 하다 사랑 빠지다 누군가 에게 사랑 받다 처음 마리 역시 낯선 감정 사랑 깨닫다 마음 하지만 루벤 수술 치료 하다 있다 되다 마리 자신 보고 실망하다 두렵다 떠나다 이제 모든 있다 되다 루벤 사라지다 마리 찾다 방황 하다
887,수상한 그녀,9.0,아들 자랑 유일하다 낙인 쟁이 하다 말순 나문희 어느 가족 자신 요양원 으로 독립 시키다 한다는 청천벽력 같다 사실 되다 숭숭 마음 안고 밤길 방황 하다 하다 순은 오묘하다 불빛 이끌다 청춘 사진관 으로 들어가다 난생 처음 단장 하다 영정사진 찍다 나오다 그녀 버스 차창 밖에 비치다 자신 얼굴 보고 경악 금치 하다 오드리 헵번 처럼 뽀얗다 피부 날렵하다 몸매 주름 하다 에서 탱탱하다 처녀 으로 돌아가다 아무 알아보다 하다 자신 젊다 모습 그녀 스무살 두리 가다 되어다 빛나다 전성기 즐기다 보기 마음 먹다 새해 대한민국 웃음 보따리 안기다 수상한 그녀 가다 오다
888,말하는 건축가,9.0,여러분 감사하다 바람 햇살 나무 있다 감사하다 건축가 정기용 대장암 판정 자신 건축 세계 담다 미술관 전시회 후배 양성 여전하다 바쁘다 없다 무주 공공 프로젝트 기적 도서관 나눔 미덕 알다 공공 건축 대가 이자 건축 이단 정기용 마지막 까지 사람과 자연 하다 건축 알리다 하지만 시간 얼마 남지 않다 살다 비록 셋방 일지 라도 모두 살다 같이 나누다 전하 마지막 감동 여정 펼쳐지다
889,마녀 배달부 키키(패키지상품: 더빙판 추가제공),9.0,완벽하다 마녀 되다 초보 마녀 키키 특급 배달 작전 시작 되다 마녀 엄마 인간 아빠 사이 에서 태어나다 소녀 키키 늘다 살이 되다 만월 어느 검다 고양이 지지 오다 함께 마녀 수행 떠나다 불안하다 비행 으로 출발 키키 늘다 갑작스럽다 폭우 하다 위해 기차 숨다 들다 이르다 아침 기차 으로 보이다 넓다 바다 근처 항구 도시 보고 으로 에서 살기 결심 하다 비행 능력 으로 마을 배달 맡다 되다 키키 늘다 이제 어느 마을 에도 익숙해지다 가다 배달 역시 재밌다 느껴지다 그렇다 어느 키키 늘다 갑자기 마법 능력 잃다 되다 급기야 하나 뿐이다 마법 지팡이 마저 부러지다 되다 과연 키키 늘다 마법 되찾다 진정하다 마녀 되다 있다 인가
890,박하사탕,9.0,마흔 영호 가리봉 우회 야유회 허름 행색 으로 나타나다 첫사랑 소풍 오다 직업 가족 모두 잃다 막장 다다르다 영호 철로 에서 다시 돌아가다 라고 절규 하다 영호 절규 기차 기적 소리 뚫다 시간 거슬러 올라가다 사흘 여름 가을 그리고 마지막 가을 마침내 영호 스무 첫사랑 만나다
891,아주르와 아스마르,9.0,아주르 아스 마르 소년 기르다 매혹 시키다 아름답다 요정 이야기 금발머리 파란 가지다 아주 오다 검다 머리 검다 가지다 아스 마르 아주르 유모 이자 아스 마르 엄마 다정하다 에게서 형제 처럼 자라다 소년 같다 이야기 듣다 같다 자장가 듣다 같이 잠들다 소년 시절 함께 보내다 난이 소년 에게 들려주다 이야기 주인공 요정 장미 쟈스민 향기 가득하다 꿈결 같다 나라 아름답다 요정 하지만 지금 아주 멀다 검다 갇히다 마법 열쇠 찾다 빨갛다 사자 무지개 날개 가지다 물리 치고 자신 하다 오다 백마 타다 왕자 기다리다 있다 중이 난의 이야기 들다 소년 서로 먼저 요정 하다 맹세 하다 성주 아주르 아버지 엄격하다 지침 받아들이다 않다 아주르 결국 시내 기숙 학교 내보내다 아스 마르 역시 에서 쫓아내다 청년 되다 아주르 아스 마르 요정 찾다 떠나다 아름답다 신비롭다 여행 시간 흐르다 멋지다 청년 되다 아주르 머릿속 여전하다 요정 대한 생각 유모 들려주다 요정 나라 찾다 바다 건너 모험 떠나다 하지만 역시 시작 부터 힘드다 모험 폭풍우 난파 되다 아주르 우연히 낯선 실리다 오다 되다 그런데 사람 아주르 푸른 저주받다 라며 피하 던지다 쫓아내다 하다 아주르 결국 자신 푸른 감추다 위해 장님 행세 시작 낯선 도시 에서 아주르 가장 성공하다 상인 되어다 유모 아스 마르 재회 하다 멋지다 청년 되다 아주르 아스 마르다 요정 찾다 모험 떠나다 무사하다 요정 만날 있다 진짜 모험 지금 부터 시작 이다 영화제 소개 파란 하얗다 피부 아주르 검다 검다 피부 아스 마르 유모 들려주다 요정 진의 이야기 들다 자라나다 어느 성주 아주르 아버지 구실 찾아내다 갈다 없다 유모 그녀 아들 아스 마르 에서 내쫓다 시간 흐르다 청년 되다 아주르 요정 찾다 멀다 여행 떠나다 난파 되어다 낯선 도착 하다 국적 배경 펼쳐지다 미셸 오슬로 환상 애니매이션
892,스타쉽 트루퍼스,9.0,가깝다 미래 지구 인류 종말 시키다 나타나다 위협 형태 외계 군단 전쟁 으로 벌이다 고등학교 졸업 쟈니 리코 캐스퍼 늘다 애국심 따위 상관없다 우주 함대 사관학교 진학 여자 친구 데니스 리차드 환심 사기 하다 우주 방위 기동 보병 자원 입대 짝사랑 하다 디지다 플로레스 디나 마이어 자원 입대 쟈니 친구 에이스 레브 제이크 부시 오다 함께 신병 훈련소 에서 되다 훈련 받다 마침내 힘드다 훈련 과정 우수하다 성적 으로 마치다 다음 지구 방위 분대 으로 임명 되다 한편 군사 훈련 비극 사고 목격 하다 되다 쟈니 군사 학교 입교 크게 후회 하다 중도 포기 고려 하다 무렵 지구 혹성 외계 군단 으로부터 공격 받다 쟈니 고향 부에노스아이레스 지도 에서 흔적 없이 사라지다 사태 발생 하다 되다 가족 친구 죽음 분노 금치 하다 주인공 쟈니 슬픔 에서 깨어나다 까지 방위 남아 인류 문명 말살 하다 외계 괴물 위협 맞서다
893,폴리스 스토리2-구룡의 눈,9.0,홍콩 강력 형사 가구 성룡 늘다 주도 체포 하다 위해 쇼핑 센터 에서 체포 작전 벌이 쇼핑 센터 손실 끼치다 정부 에서 백만 달러 지불 하다 이르다 경찰서 내부 사람 모두 가구 에게 영웅 주의 빠지다 보통 경찰 업무 잊다 질타 하고 사건 으로 가구 순찰 경관 으로 강등 되어다 임무 수행 하다 되다 그렇다 자신 체포 흉악 주도 보석 으로 풀다 복수 준비 하다 사실 되다 한편 쇼핑 센터 폭발 시키다 범인 어느 회사 폭발물 장치 하고 거액 요구 경찰서 사표 내다 가구 에게 협조 요청 하고 결국 가구 사건 맡다 되다 범인 회사 요구 하다 협박 전화 하다 되다 가구 반장 전화 도청 하다 폭발 체포 올리다 번번하다 실패하다 되다 범인 경찰서 폭파 시키다 그렇다 와중 아미가 범인 에게 납치 되게 되다 가구 마저 에게 잡히다 폐쇠 되다 화약 공장 소굴 사용 하다 범인 결국 아미 인질 잡고 진가 구의 폭탄 장치 하다 가방 가져오다 하다 말다
894,파바로티,9.0,역사상 최초 클래식 으로 음악 차트 올킬 신화 만들다 슈퍼스타 루치아노 파바로티 이야기
895,성룡의 CIA,9.0,재키 소속 특공대 다른 특수 대원 함께 남아공 최첨단 무기 연구소 기습 세명 과학자 납치 하고 원폭 과도 같다 위력 지니다 무기 개발 가능하다 운석 에너지 탈취 하다 성공하다 그러나 작전 마무리 하다 귀환 하다 특공대 리더 대원 사살 하고 무기 돌리다 유일하다 생존자 재키 그대로 정글 버려지다 원주민 해내다 그러나 사고 충격 으로 기억 잃다 상태 원주민 부터 이름 얻다 과의 생활 적응하다 나가다 어느 재키 우연히 랠리 참가 자동차 행렬 보다 되다 마침내 자신 잃어버리다 기억 찾다 떠나다 되다 재키 도중 사고 당한 레이서 유키 그녀 오빠 치료 하다 주다 랠리 함께 참가 하다 되다 무사하다 목적지 도착 재키 활약 신문 발표 되다 음모 주역 간부 모건 셔먼 장군 재키 생존 소식 듣다 없애다 하다 한편 홀로 위험 빠지다 재키 에게 미모 사진기 크리스틴 접근 돕다 나서다 차츰 자신 기억 되찾다 시작 재키 서서히 음모 정체 되다 단서 찾다 네덜란드 하다 건일 재키 제거 하다 혈안 되다 크리스틴 재키 쉬다 없이 닥쳐오다 위기 겪다 마침내 본부 잠입 하다
896,벤지,9.0,유명하다 금괴 번째 영화 베다 그렇다 불구 하고 들르다 마다 음식 관심 주다 수많다 마을 사람 가슴속 걸어오다 잃다 사람 이다 특히 가장 좋아하다 하다 아이 부모님 반하다 함께 놀다 먹이다 이다 하지만 아이 납치 되다 부모 경찰 찾다 하고 있다 베다 추적 하다 있다 시간 도착 하다 있다 만약 살리다 있다 갈망 하다 영구 찾다 모르다
897,성원,9.0,맹인 이자 벙어리 주인공 양파 병원 에서 살다 잡일 도와주다 치료받다 간호사 초란 양파 돌보다 함께 지내다 사랑 하다 돼다 양파 그녀 대한 감정 깨닫다 그러나 양파 하룻밤 교통사고 당하다 죽다 정신 차리다 천사 만나다 천사 에게 다시 싶다 소원 비다 천사 며칠 유성우 내리다 까지 아무 알아보다 하고 자신 신분 알리다 하다 조건 아래 다시 살리다 주다 인간 되다 양파 초란 찾아가다 자신 죽음 슬프다 그녀 위해 조금씩 자신 흔적 남기다
898,고스트 메신저 극장판,9.0,영혼 전송 하다 고스트 메신저 강림도령 캡쳐 임무 수행 하다 하다 않다 실수 자신 소울 갇히다 버리다 한편 할아버지 함께 골동품 가게 운영 하다 평범하다 살아가다 지니다 소년 이지만 보통 사람 보지 하다 있다 비범하다 영적 능력 타고나다 꼬마 강림 우연히 넣다 되다 능력 이용 하다 되다 꼬마 강림 장난 으로 시작 하다 점점 커다랗다 문제 되어다 돌아오다 어쩔 없이 강력하다 지니다 강림도령 소울 으로 꺼내다 되다 고스트 메신저 인간 결코 어울리다 없다 현실 세계 영혼 세계 오가다 갖가지 사건 말리 때마침 쫓다 미지 인물 등장 하다 과연 위기 운명
899,용적심,9.0,홍콩 최고 특수 부대 요원 에게는 어리다 소년 어울리다 정신박약 대부쇄 있다 선원 으로 싶다 갖다 있다 매번 말썽 일으키다 대부 돌보다 지내다 하다 어느 친구 팽국화 함께 장난감 가지 놀다 범죄자 위협 하다 보석 가방 우연히 넣다 되다 두목 전준 자신 이다 보석 가방 달이 중간 에서 가로 채다 오해 하다 팽국화 숨다 대부쇄 납치 한편 조직 습격 받다 범죄자 경찰 에게 자수 하다 조직 관련 되다 사건 증인 되어다 신변 보호 요청 하다 전준 위기 느끼다 어리숙하다 대부쇄 인질 삼다 에게 경찰 증인 대부쇄 교환 하다 제안 하다 특수 기동대 에서 만난 친구 모으다 구출 작전 짜다 시작 친구 몰래 납치 하고 기다 격전 조직 아지트 건물 에서 범죄 조직 하다 없다 정면 대결 벌이 되다 과연 대부쇄 범죄 조직 으로부터 무사하다 해내다 있다
900,라이딩 위드 보이즈,9.0,웰링턴시 코네티컷 작다 마을 뉴욕 으로 가다 작가 되다 부풀다 있다 명랑 소녀 베브 드류 베리 모어 그녀 모범 경찰관 아버지 제임스 우즈 오다 평범하다 가정 주부 로레인 브라 어리다 부터 작문 뛰어나다 재능 보이 소설가 키우다 간다 하지만 그녀 역시 발랄하다 항적 이며 또래 남자 에게 열광하다 전형 대다 소녀 지나다 않다 베브 파티 에서 짝사랑 하다 남학생 에게 퇴짜 맞다 변치 고교 중퇴생 레이 해섹 스티브 만나다 되다 베브 레이 위로 순간 으로 사랑 빠지다 살의 어리다 나이 치도 상상 하다 하다 임신 하다 되다 아이 낳다 고등학교 마치다 베브 제안 완고하다 아버지 심하다 엄마 반대 부딪치다 소도시 살다 평범하다 가정 에서 미혼 모란 무척 부담스럽다 존재 이다 때문 이다 그녀 가족 위해 고등학교 중퇴 하고 레이 결혼 하다 세민 주택 에서 시작 그녀 신혼 살림 자격 미달 남편 레이 막내 동생 같다 어리다 아들 아담 가르시아 함께 그럭저럭 유지 되다 베브 고등학교 졸업 하고 대학 가기 위해 열심히 노력 지만 그녀 둘러싸다 환경 번번하다 무산 시키다 결혼 생활 만에 그녀 에게 남다 이라곤 약물중독 빠지다 남편 바닥나다 뿐이다 비다 없다 탈출 하다 눈물 기다 노력 에도 불구 하고 싱글맘 되다 밖에 없다 베브 인생 이란 꾸다 아직 어리다 벌써 포기 하다 하다 걸다
901,수상한 그녀(가치봄영화:시청각장애인용),9.0,아들 자랑 유일하다 낙인 쟁이 하다 말순 나문희 어느 가족 자신 요양원 으로 독립 시키다 한다는 청천벽력 같다 사실 되다 숭숭 마음 안고 밤길 방황 하다 하다 순은 오묘하다 불빛 이끌다 청춘 사진관 으로 들어가다 난생 처음 단장 하다 영정사진 찍다 나오다 그녀 버스 차창 밖에 비치다 자신 얼굴 보고 경악 금치 하다 오드리 헵번 처럼 뽀얗다 피부 날렵하다 몸매 주름 하다 에서 탱탱하다 처녀 으로 돌아가다 아무 알아보다 하다 자신 젊다 모습 그녀 스무살 두리 가다 되어다 빛나다 전성기 즐기다 보기 마음 먹다 새해 대한민국 웃음 보따리 안기다 수상한 그녀 가다 오다
902,베테랑(가치봄영화:시청각장애인용),9.0,하다 꽂히다 무조건 보다 행동 도철 황정민 경력 승부사 오달수 위장 전문 홍일점 미스 장윤주 육체파 형사 오대 막내 윤형 김시후 까지 없다 잡다 없다 보다 주다 없다 특수 강력 사건 담당 광역 수사 오랫동안 쫓다 대형 범죄 해결 돌리다 찰나 도철 재벌 태오 유아인 만나다 되다 세상 무섭다 없다 안하무인 태오 언제나 지키다 오른 최상 유해진 도철 의문 사건 쫓다 사건 배후 있다 직감 하다 다치다 충고 에도 불구 하고 포기 하다 않다 도철 집념 걷다 없이 커지다 오다 이르다 웃기 라도 하듯 유유 포위 빠지다 나가다 베테 광역 수사 유아 독존 재벌 여름 자존심 한판 대결 시작 되다
903,하이큐!! 승자와 패자,9.0,카라 스노 고교 스파이 크다 히나타 오다 천재 세터 카게야마 늘다 입부 전국 대회 인터 하이 예선 참가 하다 이라도 패배하다 탈락 하다 버리다 상황 에서 카라 스노 늘다 상대 쓰다 뜨다 점차 성장하다 그러나 강호 아오 사이 고교 회전 에서 맞붙다 되다 최강 세터 오이카와 오다 대결 하다 카라 스노 늘다 벼랑 몰리 되다 흐름 바꾸다 마지막 승부 던지다
904,휘트니,9.0,그래미상 석권 연속 빌보드 싱글 차트 누적 음반 판매량 천만 역사상 가장 성공 으로 데뷔 휘트니 휴스턴 그녀 세계 사랑 받다 연일 헤드라인 장식 하다 누구 와도 비교 하다 없다 황홀하다 목소리 사랑스럽다 으로 세계 매료 시키다 잠시 상치 하다 소문 퍼지다 시작 하다 화려하다 살다 여왕 이면 감추다 진짜 이야기 밝혀지다
905,100미터,9.0,성공하다 광고 회사 직원 라몬 회사 에서는 사랑 존경 받다 홀아비 장인어른 자신 으로 이후 성격 차이 티격태격 이다 그렇다 어느 갑자기 마비 되다 다발 화증 이라는 진단 받다 라몬 대다 중반 나이 포기 하다 하다 아니다 병마 싸우다 이기다 선택 서지 자신 가족 다발 화증 환자 완치 위해 가장 힘드다 철인 경기 아이언 도전 하다 결정 하다
906,더 헌트,9.0,이혼 고향 으로 내려오다 유치원 교사 루카스 새롭다 여자친구 사귀다 아들 마커스 함께 하다 행복하다 꿈꾸다 있다 그렇다 어느 루카스 두르다 싸다 하다 소녀 사소하다 거짓말 전염병 처럼 마을 퍼지다 억울하다 누명 쓰다 되다 루카스 마을 사람 불신 집단 폭력 에서 자신 지키다 외롭다 싸움 시작
907,내부자들,9.0,복수 으로 가다 화끈하다 유력하다 대통령 후보 재벌 회장 돕다 정치 깡패 상구 이병헌 거래 짜다 이다 대한민국 여론 움직이다 유명 논설주간 이강희 백윤식 크다 성공 원한 상구 자금 파일 거래 준비 하다 발각 되다 일로 폐인 되어다 버려지다 복수 원하다 정의 원하다 그림 좋다 없다 족보 없다 승진 두다 주저 앉다 검사 장훈 조승우 마침내 대선 앞두다 대적 자금 조사 저격수 되다 기회 잡다 그러나 자금 파일 가로 채다 상구 때문 수사 종결 되다 장훈 책임 뜨다 좌천 되다 자신 폐인 으로 만들다 일당 에게 복수 계획 하다 정치 깡패 상구 자금 파일 안상 구라 존재 이용 하다 성공하다 싶다 족보 검사 장훈 그리고 자금 스캔들 덮다 하다 대통령 후보 재벌 설계자 이강희 과연 살아나다 자다 누가 되다 인가
908,내 이야기!!,9.0,남자 에게는 인기 만점 여자 에게는 인기 빵점 고릴라 같다 외모 소년 타케오 에게 어느 운명 같다 첫사랑 시작 되다 하지만 자다 생기다 난무 하다 세상 나르다 좋아하다 아니다 절대 그렇다 없다 차마 좋아하다 늘다 고백 으로 꺼내다 절친 스나카 오다 함께 매일 그녀 주위 맴돌다 되다 과연 소년 첫사랑 이뤄지다
