,title,rate,description
224,코러스,9.3,세계대전 직후 프랑스 작다 기숙사 학교 토요일 마다 하염없이 아빠 기다리다 전쟁 고아 페피 엄마 관심 끄다 위해 말썽 일으키다 항주 돌아가다 없이 쓸쓸하다 여름방학 보내다 아이 학교 미완성 악보 들다 마티 유가 임시직 교사 부임 해오다 마티유 강하다 체벌 다스리다 교장 맞서다 아이 닫히다 마음 열기 위해 포기 하다 음악 작곡 하고 노래 가르치다 점차 아이 하모니 교내 울리다 퍼지다 항주 놀랍다 음악 재능 드러내다 페피 마음 보금자리 교문 에서 마티유 교탁 으로 옮기다 되다 하지만 문제 소년 몽당 전학 으로 기숙 학교 사건 소용돌이 말리 되다
225,8월의 크리스마스,9.3,좋아하다 남자 친구 없다 남자 한석규 변두리 사진관 에서 아버지 모시 살다 노총각 정원 시한 인생 받아들이다 가족 친구 담담하다 이별 준비 하다 어느 주차 단속 요원 다림 만나다 되다 차츰 평온하다 일상 흔들리다 시작 아저씨 보다 웃어요 여자 심은하 밝다 씩씩하다 무료 일상 지치다 스무 주차 단속 요원 다림 단속 차량 사진 필름 맡다 위해 드나들다 사진관 주인 정원 에게 어느새다 특별하다 감정 갖다 되다 가을 사랑 간직 떠나가다 사람 다시 돌아오다
226,몬스터 주식회사(패키지상품 : 더빙판 추가증정),9.3,두운 오다 아이 벽장 너머 나타나다 돌아오다 최강 몬스터 콤비 호탕 설리 재치 만점 마이크 몬스터 주식회사 주기 최우수 콤비 매일 투철 직업 정신 으로 인간 세계 하다 벽장 열다 설리 마이크 콤비 어느 생일 실수 저지르다 닫히다 벽장 사이 인간 아이 가다 몬스터 세계 침입 설리 마이크 인간세계 돌리다 보내다 사건 조용하다 수습 하다 하지만 늘다 설리 무섭다 하다 애완 야옹이 으로 생각 하고 쫄래쫄래 따라다니다 침입 발각 되다 몬스터 주식회사 발칵 뒤지다 말다 사원 에서 하루 아침 회사 에서 쫓겨나다 위기 설리 마이크 콤비 과연 무사하다 인간세계 돌리다 보내다 있다 몬스터 주식회사 몬스터 주식회사 주요 업무 에너지 모으다 일이 몬스터 세계 가장 중요하다 에너지 인간 아이 비명 소리 몬스터 주식회사 사원 모두 잠들다 벽장 통해 인간 세계 잠입 아이 에게 주기 통해 몬스터 세계 에너지 공급 가장 주의 하다 몬스터 에게 치명 감염 일으키다 있다 인간 아이 과의 접촉 피하
227,바이센테니얼 맨,9.3,뉴저지 리처드 가족 깜짝 놀라다 해주다 선물 가전제품 구입 하다 설거지 청소 요리 정원 손질 모든 집안 하나로 해결 하다 있다 첨단 가전제품 게다가 아이 함께 놀다 장난감 으로도 쓰이다 있다 기적 같다 가전제품 바로 가사로봇 비싸다 선물 받다 가족 표정 놀라다 낯설다 로봇 앤드류 애칭 늘다 리처드 주인 으로 자아도취 빠지다 아내 마님 으로 부르다 공손하다 부지런하다 가사 로봇 소임 다한 그러나 기계 답지 않다 이상하다 질문 던지다 때론 가족 곤란하다 때론 요절 복통 만들다 점차 스런 모습 드러나다 시작 하다 문제 발단 조립 과정 사소하다 실수 에서 비롯 돼다 리처드 에게 배달 되다 로봇 만들다 엔지니어 샌드위치 먹다 마요네즈 하다 방울 로봇 복잡하다 회로 에다 떨어뜨리다 이다 이로 인하다 로봇 신경계 엄청나다 사건 생겨나다 바로 로봇 에게는 있다 수도 없다 있다 안되다 지능 호기심 지니 되다 어느 앤드류 만들다 나무 조각상 보고 로봇 인간 재능 발견 리처드 마치 아들 처럼 여기 되다 그리고 로봇 회사 에서 불량품 으로 간주 으로 분해 하다 위해 리처드 에게 끊임없다 반환 요구 하다 오히려 앤드류 보호 하다 아니다 계좌 만들다 앤드류 작품 얻다 수익 적립 하다 있다 해주다 시간 흐르다 어리다 소녀 에서 아름답다 여인 으로 성장하다 작다 아가씨 그런데 점차 인간 감정 어렴풋이 이해 하다 시작 앤드류 강철 심장 에도 수줍다 설레임 찾아오다 그러나 미처 깨닫다 기도 작다 아가씨 훌쩍 결혼 버리다 아버지 처럼 아끼다 리처드 거두다 앤드류 자신 이해 해주다 자신 같다 불량 로봇 찾다 기다 여행 오르다 수십 천신만고 모험 으로 돌아오다 이제 할머니 되어다 버리다 작다 아가씨 그러나 그녀 빼다 박다 손녀 샤를 만나다 이제 거부 하다 없다 사랑 열병 앓다 인간 되다 싶다 간절하다 소망 으로 수술실 눕다 앤드류 인공 피부 입히다
228,바람계곡의 나우시카,9.3,거대 산업 문명 붕괴하다 천년 세월 지난 지구 황폐 하다 대지 썩다 바다로 뒤덮히다 있다 설상가상 으로 부다 라고 불리다 유독 독기 내뿜는 균류 확장 되다 인류 종말 예고 하고 있다 이제 지구 남다 독성 균사 내뿜는 곰팡이 같이 거대하다 변질 되다 곤충류 그리고 품다 자연 맞서다 바람 계곡 에서처럼 여기저기 살아가다 극소 수의 인간 바닷가 에서 불어오다 바람 더불다 자연 지배 하다 들다 않다 자연 교감 하다 공동체 이루다 살아가다 나우시카 마을 사람 퍼지다 하다 위협 느끼다 나름 대로의 생활 위해 나가다 있다 그렇다 어느 악명 높다 군사 토르 메키 대형 비행선 거대하다 곤충 에게 습격 당한 바람 계곡 추락 하다 되다 불타 버리다 비행선 에는 괴상하다 생기다 붉다 은색 거대하다 만이 꿈틀 대고 있다 정체 대해 궁금하다 마을 사람 에게 마을 원로 유파 불의 동안 지구 모든 생명체 태우다 버리다 무시무시하다 신병 이고 토르 메키 알다 신병 부활 통해 다시 지구 자신 문명 일으키다 음모 진행 이다 얘기 들려주다 얼마 지나다 않다 신병 되찾다 토르 메키 함대 바람 계곡 으로 들이다 닥치고 토르 메키 크다 사나 늘다 막강 군사력 바탕 으로 순식간 바람 계곡 점령 하다 되다 자연 정복 하다 들다 수록 자연 인간 용서 하다 않다 사실 있다 나우시카 으로 닥치다 무시무시하다 예견 하다 크다 사나 설득 하다 크다 사나 이르다 무시 신병 부활 추진 시키다 나우시카 인질 삼다 함께 토르 메키 아국 으로 돌아가다 토르 메키 돌아가다 크다 사나 함대 인근 국가 페지 테국 전투기 습격 받다 추락 하고 나우시카 페지 테국 아스 함께 내뿜는 포지 식물 서식지 중심 으로 떨어지다 그리고 거기 에서 포자 식물 지구 오염시키다 있다 아니다 오히려 오염 되다 지구 정화 시키다 깨끗이 만들다 있다 비밀 되다 나우시카 마을 돌아가다 사실 알리다 하지만 이미 인간 신병 부활 함께 자연 과의 전쟁 시작 하고 바람 계곡 에는 이상 자연 바람 불지 않다 있다 화가 무리 곤충 떼다 바람 계곡 으로 몰려들다 인류 살아가다 있다 유일하다 길다 자연 과의 이라는 사실 있다 나우시카 자신 운명 깨닫다 무섭다 돌진 하다 거대하다 무리 자신 던지다
229,폴란드로 간 아이들,9.3,한국 전쟁 고아 비밀리 폴란드 보내다 폴란드 선생님 하다 않다 아이 사랑 으로 품다 아이 선생님 마마 파파 부르다 새롭다 가족 으로 받아들이다 그러나 아이 갑작스럽다 송환 명령 받다 되다 아이 생사 조차 없다 지금 까지도 폴란드 선생님 아이 그립다 눈물 흘리다 역사 어디 에도 기록 되다 않다 가슴 남다 위대하다 사랑 발자취 따르다 추상미 감독 탈북 소녀 이송 여자 함께 떠나다 특별하다 여정 시작 되다
230,사랑의 기적,9.3,어리다 뇌염 앓다 레너드 로버트 드니 늘다 부터 떨리다 증세 나타나다 쓰다 하다 되다 학교 그만두다 병원 에서 되다 정신 잠들다 근육 강직 되다 후기 뇌염 기면 환자 되다 레너드 십년 수용 돼다 있다 브리지 병원 세이 박사 로빈 윌리암스 가다 부임 하다 오다 세이 박사 받다 보고 내면 살다 확신 하다 그리다 정신 깨우다 있다 찾다 환자 이름 부르다 음악 들려주다 인간 접촉 갖다 마침 그때 파킨슨병 환자 에게 파라 효과 있다 발표 듣다 세이 증세 증세 비슷하다 에서 힌트 얻다 약물 치료 하다 생각 하다 되다 부작용 염려 병원 에서는 레너드 에게만 투약 해보다 허락 하다 주다 투약 받다 레너드 에게 기적 일어난다 깨어나다 하다 읽다 맘대로 움직이다 있다 되다 환희 맛보다 레너드 세이 박사 에게 일상 사랑 소중하다 역설 하다 세이 박사 동료 뇌염 후유증 앓다 환자 치료 약물 투여 계속 하고 있다 레너드 다른 환자 일시 으로 깨어나다 여름 만큼 놀랍다 기적 만큼은 다시다 일어나지 않다 세이 박사 브롱크스 있다 질환 병원 에서 진료 계속 하고 있다
231,폴리스 스토리,9.3,홍콩 경찰청 특수기동대 소속 가구 순경 성룡 낙천 성격 뛰어나다 능력 으로 모든 사람 로부터 인기 높다 특수 기동대 훈련 마치 서로 돌아오다 가구 동료 함께 악명 높다 마약밀매 조직 타다 일당 타진 하다 작전 투입 되어다 범죄자 일대 격전 벌이다 두목 타다 혼자 체포 하다 일약 경찰 영웅 되다 서장 부족하다 증거 보완 하다 위해 타다 비서 셀리나 무혐의 처리 하다 주다 대신 법정 에서 타다 혐의 입증 하다 있다 증언 요청 하고 타다 부하 셀리나 해치 하다 재판 열리다 까지 보호 하다 임무 가구 에게 맡기다 그러나 증언 탐탁찮 여기다 셀리나 진가 구의 녹음기 장난 치다 달아나다 버리다 셀리나 없이 재판정 나가다 가구 증언 에서 망신 당하다 일로 타다 풀다 가구 징계 받다 그러나 가구 하다 않다 셀리나 행방 찾다 타다 부하 함정 빠지다 셀리나 해내다 성공하다 대신 타다 끄나풀 노릇 하다 순경 죽이다 살인 으로 누명 쓰다 쫓기다 되다 그러나 가구 포기 하다 않다 타다 주위 맴돌다 자료 내다 셀리나 잡다 일당 격투 벌이다 마침내 타다 일당 체포 하고 셀리나 도움 으로 누명 타다 범죄 입증 하다 증거 까지 함께 확보 하다
232,타잔(패키지: 자막판+더빙판),9.3,난파 되다 젊다 부부 어리다 아기 타잔 야수 들끓다 정글 가까스로 도착 하다 얼마 표범 에게 새끼 고릴라 잃다 칼라 글렌 클로즈 목소리 가다 밀림 버려진 아기 발견 하다 아기 부모 이미 표범 에게 잡다 먹히다 이다 표범 위협 으로부터 아기 극적 으로 살리다 내다 칼라 고릴라 지도자 크다 랜스 헨릭슨 목소리 에게 아기 데려가다 배기 되다 타잔 알렉스 목소리 장난꾸러기 이다 고릴라 에서 고릴라 되다 타잔 밀림 동물 흉내내 따르다 동물 친구 비다 자신 어딘가 다르다 깨닫다 시작 청년 으로 성장하다 타잔 토니 골드 목소리 이제 날렵하다 강인하다 타잔 으로 변신 하다 칼라 새끼 고릴라 타잔 부모 죽이다 표범 나타나다 타잔 일대 일로 붙다 보다 실력 발휘 하다 엄격하다 지도자 크다 또한 타잔 비상하다 두뇌 날렵하다 동작 그리고 가족 위해 목숨 던지다 하다 않다 용기 감탄 금치 하다 무렵 정글 총성 울리다 퍼지다 타잔 운명 위기 변화 닥치다 이란 신호탄 같다 총성 이다 총성 진원 지르다 찾아가다 타잔 태어나다 처음 으로 인간 만나다 되다 고릴라 연구 하다 하다 포터 교수 호손 목소리 아름답다 제인 미니 드라이버 목소리 그리고 사람 안내 자격 으로 동행 클레이튼 브라이언 브레 시드 목소리 만난 타잔 다른 세계 존재 한다는 깨우치다 되다 게다가 타잔 자신 제인 에게 이끌다 있다 느끼다 시작 그러나 타잔 인간 체감 느끼다 시작 하다 자신 에게는 물론 고릴라 가족 에게 비극 위기 닥치 되다 이란 사실 의심 조차 하다 인간 밀림 으로 이끌다
233,다이 하드,9.3,크리스마스 보내다 위해 아내 자식 있다 로스엔젤레스 날아오다 뉴욕 경찰 크레인 브루스 윌리스 아내 홀리 보다 델리 직장 있다 카토이 빌딩 으로 찾다 가다 사무실 에서는 크리스마스 파티 한창 이다 그러나 파티 한창 무르익 무렵 한스 그루 알란 릭맨 가다 이끌다 일단 테러리스트 침입 사장 비롯 파티 참석자 인질 삼고 건물 금고 소장 하고 있다 보물 넣다 하다 최첨단 하이테크 의하다 관리 되다 짜다 나카 토미 빌딩 통채 테러리스트 수중 으로 넘어가다 폐쇄되 고층 빌딩 살벌하다 생존 게임 전쟁 변하다 가공 하다 병기 복도 젖다 긴급 출동 경찰 늘다 혼자 투하 무시 멋대로 무리하다 작전 수행 하다 아니다 출세 멀다 리포터 앞뒤 없이 카메라 들다 이대 맥클레인 궁지 몰다 넣다 다만 말단 흑인 경찰관 포웰 경사 레지날드 존슨 만이 귀가 되어다 이다 맥클레인 초인 발휘 하다 최첨단 장비 무장 되다 명의 테러리스트 처치 하다 간다
234,바람계곡의 나우시카(패키지상품: 더빙판 추가제공),9.3,거대 산업 문명 붕괴하다 천년 세월 지난 지구 황폐 하다 대지 썩다 바다로 뒤덮히다 있다 설상가상 으로 부다 라고 불리다 유독 독기 내뿜는 균류 확장 되다 인류 종말 예고 하고 있다 이제 지구 남다 독성 균사 내뿜는 곰팡이 같이 거대하다 변질 되다 곤충류 그리고 품다 자연 맞서다 바람 계곡 에서처럼 여기저기 살아가다 극소 수의 인간 바닷가 에서 불어오다 바람 더불다 자연 지배 하다 들다 않다 자연 교감 하다 공동체 이루다 살아가다 나우시카 마을 사람 퍼지다 하다 위협 느끼다 나름 대로의 생활 위해 나가다 있다 그렇다 어느 악명 높다 군사 토르 메키 대형 비행선 거대하다 곤충 에게 습격 당한 바람 계곡 추락 하다 되다 불타 버리다 비행선 에는 괴상하다 생기다 붉다 은색 거대하다 만이 꿈틀 대고 있다 정체 대해 궁금하다 마을 사람 에게 마을 원로 유파 불의 동안 지구 모든 생명체 태우다 버리다 무시무시하다 신병 이고 토르 메키 알다 신병 부활 통해 다시 지구 자신 문명 일으키다 음모 진행 이다 얘기 들려주다 얼마 지나다 않다 신병 되찾다 토르 메키 함대 바람 계곡 으로 들이다 닥치고 토르 메키 크다 사나 늘다 막강 군사력 바탕 으로 순식간 바람 계곡 점령 하다 되다 자연 정복 하다 들다 수록 자연 인간 용서 하다 않다 사실 있다 나우시카 으로 닥치다 무시무시하다 예견 하다 크다 사나 설득 하다 크다 사나 이르다 무시 신병 부활 추진 시키다 나우시카 인질 삼다 함께 토르 메키 아국 으로 돌아가다 토르 메키 돌아가다 크다 사나 함대 인근 국가 페지 테국 전투기 습격 받다 추락 하고 나우시카 페지 테국 아스 함께 내뿜는 포지 식물 서식지 중심 으로 떨어지다 그리고 거기 에서 포자 식물 지구 오염시키다 있다 아니다 오히려 오염 되다 지구 정화 시키다 깨끗이 만들다 있다 비밀 되다 나우시카 마을 돌아가다 사실 알리다 하지만 이미 인간 신병 부활 함께 자연 과의 전쟁 시작 하고 바람 계곡 에는 이상 자연 바람 불지 않다 있다 화가 무리 곤충 떼다 바람 계곡 으로 몰려들다 인류 살아가다 있다 유일하다 길다 자연 과의 이라는 사실 있다 나우시카 자신 운명 깨닫다 무섭다 돌진 하다 거대하다 무리 자신 던지다
235,리틀 큐,9.3,늘다 부부 사랑 안내견 훈련사 사이먼 세심 훈련 거치다 까칠하다 맹인 셰프 에게 매칭 되다 실명 으로 인하다 성격 예민하다 늘다 여러 내쫓다 늘다 충직 하다 머물다 에게 크다 되다 그러하다 충성 입다 늘다 이제 반려견 되다 오다 함께 디저트 연구 하다 세계 비다 하지만 행복 잠시 늘다 얻다 되다 이별 직면 하다 되다
236,"나, 다니엘 블레이크",9.3,평생 성실하다 목수 살아가다 다니엘 지병 심장병 악화 되어다 계속 해나 갈다 없다 상황 되다 다니엘 실업 급여 받다 위해 찾아가다 관공서 에서 복잡하다 관료 절차 때문 번번하다 좌절 하다 그렇다 어느 다니엘 아이 함께 런던 에서 이주 싱글맘 케이티 만나다 도움 주다 서로 의지 하다 되다
237,나의 히어로 아카데미아 더 무비: 두 명의 히어로,9.3,모두 개성 이라는 초능력 가지다 세계 여기 개성 소년 있다 하지만 소년 개성 대신 히어로 되다 조건 가지 있다 히어로 마이 잇다 새롭다 영웅 탄생 개성 없다 세상 빛낼 히어로 되다 있다
238,반지의 제왕 - 반지 원정대(FHD),9.3,시간 공간 없다 까마득하다 옛날 전지전능하다 능력 보유 위대하다 신들 엘프 난쟁이 그리고 인간 종족 자신 번째 세계 창조 하다 평화롭다 하다 많다 세월 지나다 오랜 동안 악의 동화 되다 사우론 절대 악의 빌어 다른 신들 대항 하다 창조 하다 놓다 모든 세계 자신 으로 만들다 계략 세우다 되다 그러나 사우론 계약 되다 나머지 신들 타락하다 사우론 신의 세계 에서 추방 하다 모든 세력 잃다 되다 사우론 인간 세상 나타나다 어리석다 인간 유혹 하다 위대하다 신들 에게 도전 하다 만들다 거의 잃다 사우론 인간 세계 존재 하다 전설 마법 반지 소문 듣다 되다 반지 지배 하다 위해 자신 남다 모든 번째 절대 반지 만들다 신들 위협 하다 하지만 사우론 절대반지 잃어버리다 되다 사우론 인간 어르다 행동 분노하다 위대하다 신들 인간 세계 엄청나다 재앙 내리다 결국 인간 죽음 맞이 하다 되어다 마찬가지 암흑 제왕 사우론 역사 으로 사라지다 다시다 모습 나타내다 하다 그로 부터 오랜 세월 또다시 흐르다 악의 군주 사우론 신들 전쟁 아주 멀다 옛날 이야기 되어다 번째 세계 다음 찾아오다 중간 세계 에서도 미약 나마 절대반지 여전하다 존재 하다 되다 그렇다 어느 호빗 이라 불리다 난쟁이 종족 빌다 보다 여행 우연히 낡다 금반지 하나 얻다 되다 반지 소유 하고 있다 사람 모습 가다 또한 두운 에서도 환하다 있다 주다 마법 되다 빌다 보다 반지 가지 자신 마을 에서 유용하다 도구로 사용 신기하다 재미있다 반지 암흑 제왕 사우론 만들다 절대 전혀 한편 오랜 동안 암흑 세계 숨다 지내다 자신 조금씩 키우다 나가다 사우론 머더 검다 에서 세계 사방 으로 자신 권능 넓히다 나가다 중간 세계 있다 인간 엘프 호빗족 억압 하다 나가다 또한 신들 과의 전쟁 에서 잃어버리다 반지 끌다 모으다 성공하다 사우론 반지 지배 하다 세상 지배 하다 있다 해주다 절대반지 찾다 만을 기다리다 되다 세월 흘러가다 생일 맞다 빌다 보다 결국 자신 갖다 있다 반지 절대 되다 소문 사우론 에도 들어가다 되다 결국 빌다 보다 자신 젊다 조카 프로도 에게 사실 알다 자유 종족 이라 불리다 엘프 인간 난쟁이 반지 사우론 들어가다 그것 파괴 하다 결정 하다 하지만 절대 반지 영원하다 제거 하다 있다 유일하다 방법 반지 만들어지다 운명 불의 용암 그것 던지다 넣다 뿐이다 게다가 불의 사우론 은둔 하다 있다 중심부 위치 하고 있다 결국 미력 하고 작다 존재 이지만 전세계 운명 안다 되다 프로도 친구 절대반지 파괴 하다 있다 불의 으로 모험 떠나다 하지만 사우론 마수 반지 사자 추적 하다 조금씩 위협 하다 불의 으로 여행 떠나다 프로도 일행 에는 강인하다 인간 종족 마법 가지다 엘프 난쟁이 으로 이루어지다 북쪽 원정 대가 있다 보호 하다 주다
239,우리들(부가영상 추가),9.3,여름 에게도 친구 생기다 마음 들리다 언제나 혼자 외톨이 모두 떠나다 홀로 교실 남다 방학식 전학생 지아 만나다 서로 비밀 나누다 순식간 세상 누구 보다 친하다 사이 되다 지아 생애 가장 반짝이다 여름 보내다 개학 학교 에서 만난 지아 어쩐 일인 에게 차갑다 얼굴 하다 있다 따돌리다 보라 서서 외면 하다 지아 다시 혼자 되다 싶다 않다 어떻 관계 회복 해보다 노력 하다 결국 지아 비밀 폭로 하다 버리다 말다 지아 우리 다시 우리 가다 되다 있다
240,교회오빠,9.3,하나님 저희 가정 이르다 죽다 생기다 주님 살리다 아이 출산 하고 산후조리원 에서 나오다 들려오다 남편 대장암 소식 갑작스럽다 어머니 죽음 암치료 종료 되다 지다 일주일 안되다 되다 아내 혈액암 잠시 쉬다 없이 밀려오다 고난 부부 깊다 탄식 함께 기도 매달리다 밖에는 하다 없다 죽다 오직 예수님 살다 마치 과도 같다 인생 이해 하다 조차 없다 기막히다 상황 에도 남편 이관희 누구 원망하다 않다 절대로 주님 대한 신뢰 거두다 않다 죽음 경계 서다 있다 무엇 바라보다 어떻다 그렇다 고백 하다 있다 하루 라도 온전 살기 위해 몸부림 치다 가다 이관희 집사 보여주다 순전하다 믿음 통해 다시 희망 만나다
241,반지의 제왕 - 반지 원정대_(확장판)(확장판 FHD),9.3,시간 공간 없다 까마득하다 옛날 전지전능하다 능력 보유 위대하다 신들 엘프 난쟁이 그리고 인간 종족 자신 번째 세계 창조 하다 평화롭다 하다 많다 세월 지나다 오랜 동안 악의 동화 되다 사우론 절대 악의 빌어 다른 신들 대항 하다 창조 하다 놓다 모든 세계 자신 으로 만들다 계략 세우다 되다 그러나 사우론 계약 되다 나머지 신들 타락하다 사우론 신의 세계 에서 추방 하다 모든 세력 잃다 되다 사우론 인간 세상 나타나다 어리석다 인간 유혹 하다 위대하다 신들 에게 도전 하다 만들다 거의 잃다 사우론 인간 세계 존재 하다 전설 마법 반지 소문 듣다 되다 반지 지배 하다 위해 자신 남다 모든 번째 절대 반지 만들다 신들 위협 하다 하지만 사우론 절대반지 잃어버리다 되다 사우론 인간 어르다 행동 분노하다 위대하다 신들 인간 세계 엄청나다 재앙 내리다 결국 인간 죽음 맞이 하다 되어다 마찬가지 암흑 제왕 사우론 역사 으로 사라지다 다시다 모습 나타내다 하다 그로 부터 오랜 세월 또다시 흐르다 악의 군주 사우론 신들 전쟁 아주 멀다 옛날 이야기 되어다 번째 세계 다음 찾아오다 중간 세계 에서도 미약 나마 절대반지 여전하다 존재 하다 되다 그렇다 어느 호빗 이라 불리다 난쟁이 종족 빌다 보다 여행 우연히 낡다 금반지 하나 얻다 되다 반지 소유 하고 있다 사람 모습 가다 또한 두운 에서도 환하다 있다 주다 마법 되다 빌다 보다 반지 가지 자신 마을 에서 유용하다 도구로 사용 신기하다 재미있다 반지 암흑 제왕 사우론 만들다 절대 전혀 한편 오랜 동안 암흑 세계 숨다 지내다 자신 조금씩 키우다 나가다 사우론 머더 검다 에서 세계 사방 으로 자신 권능 넓히다 나가다 중간 세계 있다 인간 엘프 호빗족 억압 하다 나가다 또한 신들 과의 전쟁 에서 잃어버리다 반지 끌다 모으다 성공하다 사우론 반지 지배 하다 세상 지배 하다 있다 해주다 절대반지 찾다 만을 기다리다 되다 세월 흘러가다 생일 맞다 빌다 보다 결국 자신 갖다 있다 반지 절대 되다 소문 사우론 에도 들어가다 되다 결국 빌다 보다 자신 젊다 조카 프로도 에게 사실 알다 자유 종족 이라 불리다 엘프 인간 난쟁이 반지 사우론 들어가다 그것 파괴 하다 결정 하다 하지만 절대 반지 영원하다 제거 하다 있다 유일하다 방법 반지 만들어지다 운명 불의 용암 그것 던지다 넣다 뿐이다 게다가 불의 사우론 은둔 하다 있다 중심부 위치 하고 있다 결국 미력 하고 작다 존재 이지만 전세계 운명 안다 되다 프로도 친구 절대반지 파괴 하다 있다 불의 으로 모험 떠나다 하지만 사우론 마수 반지 사자 추적 하다 조금씩 위협 하다 불의 으로 여행 떠나다 프로도 일행 에는 강인하다 인간 종족 마법 가지다 엘프 난쟁이 으로 이루어지다 북쪽 원정 대가 있다 보호 하다 주다
242,엽기적인 그녀,9.3,전반전 그녀 같다 으로 함께 인천 지하철 타다 되다 쓰다 밉다 취해 비틀 거리 지만 안다 정말 매력 기고 갠차다 아가씨 찌다 푸다 진짜 특이하다 그녀 취해 기대다 서다 모습 귀엽다 힐끔거리다 그녀 계속 지켜보다 쓰다 밉다 그런데 미세하다 부르르 떨다 그녀 왠지 불안하다 보이다 마침내 우웨에엑 우웨엑 좌르르 르르 그렇다 쓰다 밉다 그녀 앉다 떤다 대머리 아저씨 머리 순식간 거시 쓰다 밉다 순간 지하철 안다 아수라 장이 되다 재미 상황 이다 진짜 거기 부터 터지다 쓰다 밉다 오바이트 시원하다 하다 그녀 게슴치레 눈빛 으로 보다 이르다 밉다 자기야 어어 우욱 자기 여자 좋다 느낌 듬니 원래 그렇다 실연 아픔 너무나 크다 가다 쓰다 밉다 괜히 불쌍하다 마음 듬미 마음 어디 에선 가다 싸늘하다 바람 불다 가다 쓰다 밉다 그렇다 여자 아픔 한번 치료 해보다 강물 깊이 궁금하다 가차 업다 으로 떠밀다 버리다 여자 그러나 정신 업다 허우적대다 위해 으로 뛰어들다 알다 여자 그녀 생일 얼렁뚱땅 너머 가면 살해 하다 모르다 여자 그러나 일촉즉발 인질 잡히다 나르다 목숨 걸다 해주다 기막히다 감동 먹일쭐 알다 여자 후반전 요즘 그녀 차다 많이 쓰다 밉다 맑다 웃다 그녀 보고 있다 마음 하다 없이 행복하다 밉다 지금 까지 되어다 자신 쓰다 밉다 그녀 감싸다 그녀 에게 보여주다 그녀 치료 적도 없다 가다 쓰다 밉다 이제 그녀 떠나다 점점 가까워지다 느낌 밉다 그리고 오늘 타임캡슐 서로 마음 담다 타이머 맞추다 쓰다 밉다 캡슐 열리다 서로 마음 확인 하다 밉다 그렇게 그녀 헤어지자 했슴 밉다 연장전 오늘 헤어지다 내일 만나다 처럼 우리 지금 헤어지다 분명하다 다시 만날 것임 밉다 다만 오늘 내일 처럼 가깝다 시간 아니다 믿슴미
243,페어런트 트랩,9.3,즐겁다 여름캠프 추억 만들기 위해 몰려들다 소녀 붐비다 캠프 월든 멀리 캘리포니아 에서 까지 날아오다 할리 파커 하나 드넓다 포도 농장 에서 아빠 함께 있다 할리 함께 말타 기도 즐기다 비밀 나누다 있다 최고 아빠 두다 대신 엄마 없다 할리 캠프장 에서 새롭다 친구 사귀다 있다 무렵 의리 의리 리무진 하다 대가 캠프장 으로 미끄러지다 들어오다 에서 사뿐하다 내다 소녀 애니 제임스 바다 건너 런던 에서 애니 웨딩 드레스 디자이너 멋쟁이 엄마 함께 있다 말쑥하다 맵시 프랑스어 유창하다 구사 하다 카드 놀이 까지 하다 완벽하다 꼬마 숙녀 지만 아버지 대해 서다 하나 알다 없다 갓난 아기 이다 부터 가족 이라곤 엄마 애니 그리고 할아버지 이렇게 뿐이다 엄마 아빠 이야기 거의 해주다 않다 때문 이다 캠프 월든 에서 할리 애니 소녀 만나다 친구 선생님 놀란 다물다 없다 소녀 너무나 닮다 때문 이다 하지만 누구 보다 놀라다 본인 들이다 보다 쌍둘 자매 이다 이다 에도 그리다 엄마 아빠 살다 되다 할리 애니 깜찍하다 계획 세우다 캠프 끝나다 서로 상대방 으로 가장 하다 생활 하고 결국 에는 재결합 하다 꾸미다 하다 이다 런던 에서 상냥하다 멋지다 엄마 함께 되다 할리 같다 나날 보내다 하지만 애니 아빠 같다 나날 시작 하다 악몽 같다 현실 부딪히다 아빠 에게 젊다 애인 생기다 이다 이렇다 이제야 가족 함께 아보 는가 하다 애니 급하다 할리 에게 긴급 요청 하다 할리 런던 가족 에게 모든 사실 털다 부랴부랴 엄마 이끌다 캘리포니아 날아오다
